HOG,OG,Gene Tree Parent Clade,Bdistachyon_pep,EM_A_pep,EM_B_pep,TaCS_A_pep_longest,TaCS_B_pep_longest,TaCS_D_pep_longest,barley,emmer,wheat,barley_rates,wheat_rates,emmer_rates,barley/emmer,barley/wheat,emmer/wheat
N1.HOG0002337,OG0000497,n5,,,,,TraesCS2B02G538800,,HORVU.MOREX.r2.1HG0067930.1,,TraesCS2B02G538800,0.6842105263157895,,,,,
N1.HOG0002349,OG0000501,n1,,,,"TraesCS6A02G398200, TraesCS5A02G527700",,TraesCS4D02G352300,HORVU.MOREX.r2.4HG0345120.1,,"TraesCS6A02G398200, TraesCS5A02G527700, TraesCS4D02G352300",0.8947368421052632,0.37777777777777777,,,2.368421052631579,
N1.HOG0002350,OG0000501,n7,,,"TRIDC0UG033920.1, TRIDC0UG010430.1","TraesCS5A02G527900, TraesCS6A02G401400, TraesCS4A02G304800, TraesCS3A02G500800, TraesCS3A02G500900, TraesCS3A02G500300, TraesCS6A02G401800","TraesCS3B02G563900, TraesCS3B02G565100, TraesCS3B02G565300","TraesCS3D02G508300, TraesCS3D02G507300, TraesCSU02G191300, TraesCSU02G052400, TraesCS6D02G368600",HORVU.MOREX.r2.6HG0524060.1,"TRIDC0UG033920.1, TRIDC0UG010430.1","TraesCS5A02G527900, TraesCS6A02G401400, TraesCS4A02G304800, TraesCS3A02G500800, TraesCS3A02G500900, TraesCS3A02G500300, TraesCS6A02G401800, TraesCS3B02G563900, TraesCS3B02G565100, TraesCS3B02G565300, TraesCS3D02G508300, TraesCS3D02G507300, TraesCSU02G191300, TraesCSU02G052400, TraesCS6D02G368600",0.8947368421052632,0.7333333333333334,0.475,1.8836565096952909,1.2200956937799041,0.6477272727272726
N1.HOG0002360,OG0000504,n13,,,TRIDC4BG052930.1,TraesCS4A02G411700,TraesCS4B02G311900,,HORVU.MOREX.r2.4HG0339440.1,TRIDC4BG052930.1,"TraesCS4A02G411700, TraesCS4B02G311900",0.368421052631579,0.8666666666666667,0.15000000000000002,2.456140350877193,0.4251012145748988,0.1730769230769231
N1.HOG0002366,OG0000506,n5,,,,,"TraesCS2B02G005900, TraesCS2B02G001900",,HORVU.MOREX.r2.2HG0080400.1,,"TraesCS2B02G005900, TraesCS2B02G001900",0.8947368421052632,0.1333333333333333,,,6.710526315789475,
N1.HOG0002369,OG0000506,n17,,TRIDC5AG049190.1,TRIDC5BG078750.1,TraesCS5A02G334500,"TraesCS5B02G529500, TraesCS5B02G334000","TraesCS5D02G339200, TraesCS5D02G339300",HORVU.MOREX.r2.5HG0415910.1,"TRIDC5AG049190.1, TRIDC5BG078750.1","TraesCS5A02G334500, TraesCS5B02G529500, TraesCS5B02G334000, TraesCS5D02G339200, TraesCS5D02G339300",0.9473684210526316,0.5333333333333333,,,1.7763157894736843,
N1.HOG0002373,OG0000508,n16,,,,TraesCS7A02G202300,TraesCS7B02G109200,"TraesCS7D02G205500, TraesCS7D02G205600",HORVU.MOREX.r2.7HG0555470.1,,"TraesCS7A02G202300, TraesCS7B02G109200, TraesCS7D02G205500, TraesCS7D02G205600",0.3157894736842105,,,,,
N1.HOG0002379,OG0000510,n21,,,,,,TraesCS5D02G043800,"HORVU.MOREX.r2.5HG0355190.1, HORVU.MOREX.r2.5HG0355180.1",,TraesCS5D02G043800,0.9473684210526316,0.4,,,2.3684210526315788,
N1.HOG0002382,OG0000512,n2,,"TRIDC6AG006860.1, TRIDC4AG070620.1",,TraesCS6A02G058600,,"TraesCSU02G141800, TraesCS6D02G036700, TraesCS7D02G001100","HORVU.MOREX.r2.6HG0455080.1, HORVU.MOREX.r2.6HG0455100.1","TRIDC6AG006860.1, TRIDC4AG070620.1","TraesCS6A02G058600, TraesCSU02G141800, TraesCS6D02G036700, TraesCS7D02G001100",0.13157894736842102,0.9333333333333333,0.275,0.47846889952153093,0.1409774436090225,0.29464285714285715
N1.HOG0002385,OG0000512,n20,,,TRIDC6BG002140.1,TraesCS6A02G013500,TraesCS6B02G020400,TraesCS6D02G016800,HORVU.MOREX.r2.6HG0450060.1,TRIDC6BG002140.1,"TraesCS6A02G013500, TraesCS6B02G020400, TraesCS6D02G016800",0.9473684210526316,0.8,0.75,1.2631578947368423,1.1842105263157894,0.9375
N1.HOG0002386,OG0000512,n24,,,,TraesCS6A02G012800,,,HORVU.MOREX.r2.6HG0449880.1,,TraesCS6A02G012800,0.4736842105263158,0.9333333333333333,,,0.5075187969924813,
N1.HOG0002389,OG0000514,n4,,,,,,,"HORVU.MOREX.r2.1HG0017190.1, HORVU.MOREX.r2.5HG0435470.1",,,0.8947368421052632,,,,,
N1.HOG0002393,OG0000515,n0,,"TRIDC7AG073480.1, TRIDC4AG059080.1","TRIDC0UG029630.1, TRIDC1BG014660.1, TRIDC7BG073570.1, TRIDC2BG050290.1, TRIDC0UG032190.1, TRIDC3BG001790.1, TRIDC1BG067060.1",,"TraesCS1B02G405000, TraesCS2B02G487200, TraesCS5B02G052600","TraesCS4D02G042800, TraesCS4D02G154800, TraesCS1D02G070500, TraesCSU02G174200, TraesCSU02G251300, TraesCS5D02G058600, TraesCSU02G239700, TraesCS5D02G011100, TraesCS5D02G458800, TraesCS7D02G256300, TraesCS5D02G459300, TraesCS1D02G180900",HORVU.MOREX.r2.1HG0003030.1,"TRIDC7AG073480.1, TRIDC4AG059080.1, TRIDC0UG029630.1, TRIDC1BG014660.1, TRIDC7BG073570.1, TRIDC2BG050290.1, TRIDC0UG032190.1, TRIDC3BG001790.1, TRIDC1BG067060.1","TraesCS1B02G405000, TraesCS2B02G487200, TraesCS5B02G052600, TraesCS4D02G042800, TraesCS4D02G154800, TraesCS1D02G070500, TraesCSU02G174200, TraesCSU02G251300, TraesCS5D02G058600, TraesCSU02G239700, TraesCS5D02G011100, TraesCS5D02G458800, TraesCS7D02G256300, TraesCS5D02G459300, TraesCS1D02G180900",0.6842105263157895,0.5916666666666667,0.7125,0.9602954755309326,1.156412157153447,1.204225352112676
N1.HOG0002394,OG0000516,n4,,TRIDC1AG064960.1,,,"TraesCS1B02G406300, TraesCS3B02G188200, TraesCS2B02G331700",TraesCSU02G262000,HORVU.MOREX.r2.2HG0134880.1,TRIDC1AG064960.1,"TraesCS1B02G406300, TraesCS3B02G188200, TraesCS2B02G331700, TraesCSU02G262000",0.7894736842105263,0.4888888888888888,,,1.6148325358851676,
N1.HOG0002395,OG0000516,n9,,"TRIDC7AG040570.1, TRIDC4AG060140.1, TRIDC3AG064800.1","TRIDC0UG015100.1, TRIDC6BG068580.1","TraesCS4A02G151700, TraesCS4A02G156000, TraesCS3A02G430600",TraesCS7B02G091000,"TraesCS1D02G135100, TraesCS6D02G176600, TraesCS7D02G255000, TraesCS3D02G498700, TraesCS6D02G175700, TraesCS7D02G124100, TraesCS1D02G183500",HORVU.MOREX.r2.2HG0176580.1,"TRIDC7AG040570.1, TRIDC4AG060140.1, TRIDC3AG064800.1, TRIDC0UG015100.1, TRIDC6BG068580.1","TraesCS4A02G151700, TraesCS4A02G156000, TraesCS3A02G430600, TraesCS7B02G091000, TraesCS1D02G135100, TraesCS6D02G176600, TraesCS7D02G255000, TraesCS3D02G498700, TraesCS6D02G175700, TraesCS7D02G124100, TraesCS1D02G183500",0.4736842105263158,0.7133333333333334,0.525,0.9022556390977444,0.6640432857845548,0.7359813084112149
N1.HOG0002403,OG0000518,n21,,TRIDC2AG068950.1,,TraesCS2A02G489000,TraesCS2B02G516800,TraesCS2D02G489300,HORVU.MOREX.r2.2HG0166510.1,TRIDC2AG068950.1,"TraesCS2A02G489000, TraesCS2B02G516800, TraesCS2D02G489300",0.9473684210526316,,,,,
N1.HOG0002418,OG0000523,n3,,"TRIDC1AG002360.1, TRIDC2AG074960.1","TRIDC1BG003190.1, TRIDC7BG043250.1","TraesCS1A02G023200, TraesCS2A02G536200",TraesCS7B02G265700,TraesCS2D02G596600,HORVU.MOREX.r2.7HG0594660.1,"TRIDC1AG002360.1, TRIDC2AG074960.1, TRIDC1BG003190.1, TRIDC7BG043250.1","TraesCS1A02G023200, TraesCS2A02G536200, TraesCS7B02G265700, TraesCS2D02G596600",0.9473684210526316,0.8666666666666667,0.8,1.1842105263157894,1.0931174089068827,0.9230769230769231
N1.HOG0002420,OG0000523,n22,,,,TraesCS2A02G426500,TraesCS2B02G446900,,"HORVU.MOREX.r2.2HG0178380.1, HORVU.MOREX.r2.2HG0158720.1",,"TraesCS2A02G426500, TraesCS2B02G446900",0.26315789473684215,0.2666666666666667,,,0.9868421052631579,
N1.HOG0002423,OG0000524,n21,,,TRIDC6BG066360.1,TraesCS6A02G380800,TraesCS6B02G420900,TraesCS6D02G369500,HORVU.MOREX.r2.6HG0521420.1,TRIDC6BG066360.1,"TraesCS6A02G380800, TraesCS6B02G420900, TraesCS6D02G369500",0.8421052631578947,0.1333333333333333,0.65,1.2955465587044532,6.3157894736842115,4.875000000000001
N1.HOG0002430,OG0000526,n19,,TRIDC7AG007780.1,,,,TraesCS2D02G414100,"HORVU.MOREX.r2.1HG0069680.1, HORVU.MOREX.r2.1HG0035270.1",TRIDC7AG007780.1,TraesCS2D02G414100,0.7894736842105263,,0.9,0.8771929824561403,,
N1.HOG0002431,OG0000526,n22,,,,,,TraesCS3D02G430700,HORVU.MOREX.r2.3HG0260360.1,,TraesCS3D02G430700,0.8421052631578947,,,,,
N1.HOG0002441,OG0000530,n11,,,,TraesCS2A02G120000,TraesCS2B02G141100,TraesCS2D02G122300,HORVU.MOREX.r2.2HG0094560.1,,"TraesCS2A02G120000, TraesCS2B02G141100, TraesCS2D02G122300",0.5789473684210527,0.9333333333333333,,,0.6203007518796992,
N1.HOG0002442,OG0000530,n14,,,,"TraesCS2A02G120400, TraesCS2A02G120200, TraesCS2A02G119900","TraesCS2B02G141300, TraesCS2B02G140400, TraesCS2B02G140900",TraesCS2D02G121600,HORVU.MOREX.r2.2HG0094600.1,,"TraesCS2A02G120400, TraesCS2A02G120200, TraesCS2A02G119900, TraesCS2B02G141300, TraesCS2B02G140400, TraesCS2B02G140900, TraesCS2D02G121600",0.9473684210526316,0.6888888888888889,,,1.3752122241086588,
N1.HOG0002445,OG0000532,n1,,,,TraesCS1A02G103800,TraesCS5B02G011500,"TraesCS5D02G019000, TraesCSU02G210700, TraesCS5D02G019300","HORVU.MOREX.r2.5HG0353060.1, HORVU.MOREX.r2.5HG0350660.1",,"TraesCS1A02G103800, TraesCS5B02G011500, TraesCS5D02G019000, TraesCSU02G210700, TraesCS5D02G019300",0.8947368421052632,0.8,,,1.118421052631579,
N1.HOG0002446,OG0000532,n8,,,,"TraesCS1A02G103400, TraesCS5A02G381900","TraesCS5B02G011900, TraesCS5B02G385100",,"HORVU.MOREX.r2.5HG0350600.1, HORVU.MOREX.r2.5HG0350610.1, HORVU.MOREX.r2.5HG0353030.1, HORVU.MOREX.r2.5HG0350590.1, HORVU.MOREX.r2.5HG0353050.1",,"TraesCS1A02G103400, TraesCS5A02G381900, TraesCS5B02G011900, TraesCS5B02G385100",0.26315789473684215,0.3555555555555556,,,0.7401315789473684,
N1.HOG0002448,OG0000533,n0,,,,,,,"HORVU.MOREX.r2.6HG0511930.1, HORVU.MOREX.r2.2HG0135030.1, HORVU.MOREX.r2.2HG0104290.1, HORVU.MOREX.r2.5HG0391080.1, HORVU.MOREX.r2.7HG0573880.1, HORVU.MOREX.r2.1HG0037770.1, HORVU.MOREX.r2.3HG0252340.1, HORVU.MOREX.r2.6HG0514750.1, HORVU.MOREX.r2.5HG0414790.1, HORVU.MOREX.r2.2HG0107480.1, HORVU.MOREX.r2.1HG0018380.1, HORVU.MOREX.r2.5HG0378820.1, HORVU.MOREX.r2.7HG0605230.1, HORVU.MOREX.r2.3HG0227060.1, HORVU.MOREX.r2.2HG0175720.1, HORVU.MOREX.r2.2HG0088940.1, HORVU.MOREX.r2.1HG0025120.1, HORVU.MOREX.r2.2HG0150800.1, HORVU.MOREX.r2.1HG0075380.1, HORVU.MOREX.r2.6HG0523900.1, HORVU.MOREX.r2.1HG0060200.1, HORVU.MOREX.r2.1HG0069280.1, HORVU.MOREX.r2.7HG0560270.1, HORVU.MOREX.r2.3HG0197380.1, HORVU.MOREX.r2.5HG0387200.1, HORVU.MOREX.r2.5HG0359210.1",,,0.7894736842105263,,,,,
N1.HOG0002450,OG0000534,n9,,TRIDC6AG028450.1,,,,,HORVU.MOREX.r2.UnG0635510.1,TRIDC6AG028450.1,,0.8421052631578947,,,,,
N1.HOG0002459,OG0000536,n8,,,TRIDC3BG017120.1,,,,HORVU.MOREX.r2.2HG0176610.1,TRIDC3BG017120.1,,0.736842105263158,,,,,
N1.HOG0002469,OG0000539,n13,,TRIDC7AG014350.1,TRIDC7BG003300.1,TraesCS7A02G122300,TraesCS7B02G021500,TraesCS7D02G120800,HORVU.MOREX.r2.7HG0543450.1,"TRIDC7AG014350.1, TRIDC7BG003300.1","TraesCS7A02G122300, TraesCS7B02G021500, TraesCS7D02G120800",0.9473684210526316,0.30000000000000004,,,3.157894736842105,
N1.HOG0002470,OG0000539,n18,,TRIDC4AG039730.1,TRIDC4BG009440.1,"TraesCS4A02G253800, TraesCS4A02G253700",TraesCS4B02G061300,TraesCS4D02G060400,HORVU.MOREX.r2.4HG0283320.1,"TRIDC4AG039730.1, TRIDC4BG009440.1","TraesCS4A02G253800, TraesCS4A02G253700, TraesCS4B02G061300, TraesCS4D02G060400",0.9473684210526316,0.1333333333333333,,,7.105263157894739,
N1.HOG0002474,OG0000541,n8,,,,,"TraesCS5B02G421500, TraesCS5B02G421200","TraesCS5D02G427400, TraesCS5D02G427100, TraesCS5D02G427600","HORVU.MOREX.r2.5HG0393370.1, HORVU.MOREX.r2.5HG0428470.1",,"TraesCS5B02G421500, TraesCS5B02G421200, TraesCS5D02G427400, TraesCS5D02G427100, TraesCS5D02G427600",0.4736842105263158,,,,,
N1.HOG0002477,OG0000541,n20,,TRIDC5AG060640.1,,TraesCS5A02G418800,TraesCS5B02G421300,TraesCS5D02G427200,HORVU.MOREX.r2.5HG0428420.1,TRIDC5AG060640.1,"TraesCS5A02G418800, TraesCS5B02G421300, TraesCS5D02G427200",0.6842105263157895,0.9333333333333333,,,0.7330827067669173,
N1.HOG0002479,OG0000542,n6,,,,TraesCS7A02G311600,TraesCS7B02G211400,TraesCS7D02G308100,HORVU.MOREX.r2.7HG0583380.1,,"TraesCS7A02G311600, TraesCS7B02G211400, TraesCS7D02G308100",0.9473684210526316,0.6666666666666667,,,1.4210526315789473,
N1.HOG0002482,OG0000543,n1,,"TRIDC4AG064690.1, TRIDC1AG055750.1",TRIDC1BG064110.1,TraesCS1A02G379600,"TraesCS1B02G401600, TraesCS1B02G401300",TraesCS1D02G387000,HORVU.MOREX.r2.1HG0069640.1,"TRIDC4AG064690.1, TRIDC1AG055750.1, TRIDC1BG064110.1","TraesCS1A02G379600, TraesCS1B02G401600, TraesCS1B02G401300, TraesCS1D02G387000",0.9473684210526316,0.06666666666666665,0.9,1.0526315789473684,14.210526315789478,13.500000000000004
N1.HOG0002483,OG0000543,n12,,TRIDC7AG005590.1,,TraesCS7A02G053700,,TraesCS7D02G048900,HORVU.MOREX.r2.7HG0533490.1,TRIDC7AG005590.1,"TraesCS7A02G053700, TraesCS7D02G048900",0.9473684210526316,0.8666666666666667,,,1.0931174089068827,
N1.HOG0002484,OG0000543,n15,,,,TraesCS7A02G053800,,TraesCS7D02G049000,HORVU.MOREX.r2.7HG0533530.1,,"TraesCS7A02G053800, TraesCS7D02G049000",0.9473684210526316,0.6,,,1.5789473684210529,
N1.HOG0002485,OG0000543,n17,,TRIDC7AG008000.1,TRIDC6BG018360.1,"TraesCS4A02G439000, TraesCS7A02G053100, TraesCS7A02G071900",,"TraesCS7D02G048400, TraesCS6D02G089800",HORVU.MOREX.r2.7HG0533390.1,"TRIDC7AG008000.1, TRIDC6BG018360.1","TraesCS4A02G439000, TraesCS7A02G053100, TraesCS7A02G071900, TraesCS7D02G048400, TraesCS6D02G089800",0.9473684210526316,0.43333333333333335,0.85,1.1145510835913313,2.1862348178137654,1.9615384615384615
N1.HOG0002486,OG0000544,n1,,,"TRIDC2BG048380.1, TRIDC3BG000570.1",TraesCS2A02G343700,,"TraesCS5D02G010700, TraesCS1D02G181200",HORVU.MOREX.r2.2HG0106980.1,"TRIDC2BG048380.1, TRIDC3BG000570.1","TraesCS2A02G343700, TraesCS5D02G010700, TraesCS1D02G181200",0.9473684210526316,0.4666666666666667,,,2.030075187969925,
N1.HOG0002487,OG0000544,n8,,"TRIDC4AG016090.1, TRIDC2AG037670.1, TRIDC3AG045340.1","TRIDC2BG070100.1, TRIDC2BG046620.1, TRIDC5BG002390.1","TraesCS4A02G116500, TraesCS2A02G264700, TraesCS4A02G152300",,"TraesCS1D02G169700, TraesCS1D02G171500, TraesCS7D02G255800, TraesCS1D02G205000",HORVU.MOREX.r2.UnG0630690.1,"TRIDC4AG016090.1, TRIDC2AG037670.1, TRIDC3AG045340.1, TRIDC2BG070100.1, TRIDC2BG046620.1, TRIDC5BG002390.1","TraesCS4A02G116500, TraesCS2A02G264700, TraesCS4A02G152300, TraesCS1D02G169700, TraesCS1D02G171500, TraesCS7D02G255800, TraesCS1D02G205000",0.368421052631579,0.5333333333333333,0.55,0.6698564593301436,0.6907894736842106,1.03125
N1.HOG0002493,OG0000547,n4,,"TRIDC4AG013670.1, TRIDC5AG038550.1, TRIDC4AG013680.1, TRIDC4AG013690.1","TRIDC4BG036670.1, TRIDC5BG040610.1, TRIDC4BG036660.1","TraesCS4A02G100300, TraesCS4A02G100100, TraesCS5A02G246200, TraesCS4A02G100400","TraesCS4B02G204200, TraesCS5B02G243500, TraesCS4B02G204100","TraesCS4D02G205100, TraesCS5D02G252700","HORVU.MOREX.r2.4HG0322020.1, HORVU.MOREX.r2.4HG0322010.1","TRIDC4AG013670.1, TRIDC5AG038550.1, TRIDC4AG013680.1, TRIDC4AG013690.1, TRIDC4BG036670.1, TRIDC5BG040610.1, TRIDC4BG036660.1","TraesCS4A02G100300, TraesCS4A02G100100, TraesCS5A02G246200, TraesCS4A02G100400, TraesCS4B02G204200, TraesCS5B02G243500, TraesCS4B02G204100, TraesCS4D02G205100, TraesCS5D02G252700",0.9473684210526316,0.5333333333333333,0.95,0.9972299168975071,1.7763157894736843,1.78125
N1.HOG0002499,OG0000548,n19,,,,,,TraesCS4D02G140500,HORVU.MOREX.r2.3HG0214760.1,,TraesCS4D02G140500,0.9473684210526316,,,,,
N1.HOG0002517,OG0000553,n0,,"TRIDC4AG060400.1, TRIDC4AG024050.1, TRIDC4AG016100.1","TRIDC3BG000580.1, TRIDC1BG032400.1","TraesCS1A02G384500, TraesCS4A02G152200, TraesCS4A02G116600",TraesCS3B02G185700,"TraesCS1D02G181300, TraesCS2D02G595600, TraesCS1D02G205100, TraesCS5D02G459000, TraesCSU02G265100, TraesCS1D02G171600, TraesCS5D02G010600, TraesCS1D02G136200, TraesCS1D02G169800, TraesCS7D02G255200",HORVU.MOREX.r2.UnG0630680.1,"TRIDC4AG060400.1, TRIDC4AG024050.1, TRIDC4AG016100.1, TRIDC3BG000580.1, TRIDC1BG032400.1","TraesCS1A02G384500, TraesCS4A02G152200, TraesCS4A02G116600, TraesCS3B02G185700, TraesCS1D02G181300, TraesCS2D02G595600, TraesCS1D02G205100, TraesCS5D02G459000, TraesCSU02G265100, TraesCS1D02G171600, TraesCS5D02G010600, TraesCS1D02G136200, TraesCS1D02G169800, TraesCS7D02G255200",0.1578947368421053,0.7666666666666666,,,0.20594965675057217,
N1.HOG0002526,OG0000556,n4,,,,,,,"HORVU.MOREX.r2.3HG0233980.1, HORVU.MOREX.r2.3HG0207840.1",,,0.736842105263158,,,,,
N1.HOG0002529,OG0000556,n13,,TRIDC3AG021820.1,,TraesCS3A02G159700,,,"HORVU.MOREX.r2.3HG0208310.1, HORVU.MOREX.r2.3HG0208240.1, HORVU.MOREX.r2.UnG0630550.1, HORVU.MOREX.r2.3HG0208320.1",TRIDC3AG021820.1,TraesCS3A02G159700,0.8947368421052632,,,,,
N1.HOG0002540,OG0000560,n6,,"TRIDC5AG033870.1, TRIDC5AG033840.1","TRIDC5BG035740.1, TRIDC5BG035750.1",TraesCS5A02G215400,"TraesCS5B02G208500, TraesCS5B02G208400","TraesCS5D02G216600, TraesCS5D02G216500",HORVU.MOREX.r2.5HG0397880.1,"TRIDC5AG033870.1, TRIDC5AG033840.1, TRIDC5BG035740.1, TRIDC5BG035750.1","TraesCS5A02G215400, TraesCS5B02G208500, TraesCS5B02G208400, TraesCS5D02G216600, TraesCS5D02G216500",0.8947368421052632,0.9333333333333333,0.6,1.4912280701754386,0.9586466165413534,0.6428571428571428
N1.HOG0002545,OG0000561,n10,,TRIDC3AG008100.1,"TRIDC3BG011020.1, TRIDC3BG011140.1, TRIDC3BG011170.1, TRIDC3BG011040.1","TraesCS3A02G068500, TraesCS3A02G068300, TraesCS3A02G069200, TraesCS3A02G068600","TraesCS3B02G082500, TraesCS3B02G083700, TraesCS3B02G081900",TraesCS3D02G068200,HORVU.MOREX.r2.3HG0190670.1,"TRIDC3AG008100.1, TRIDC3BG011020.1, TRIDC3BG011140.1, TRIDC3BG011170.1, TRIDC3BG011040.1","TraesCS3A02G068500, TraesCS3A02G068300, TraesCS3A02G069200, TraesCS3A02G068600, TraesCS3B02G082500, TraesCS3B02G083700, TraesCS3B02G081900, TraesCS3D02G068200",0.8421052631578947,0.6666666666666667,0.48,1.7543859649122806,1.2631578947368418,0.7199999999999999
N1.HOG0002554,OG0000563,n18,,"TRIDC7AG000950.1, TRIDC4AG072190.1",,"TraesCS7A02G010300, TraesCS4A02G484700",,TraesCS7D02G010200,"HORVU.MOREX.r2.7HG0527900.1, HORVU.MOREX.r2.7HG0527880.1","TRIDC7AG000950.1, TRIDC4AG072190.1","TraesCS7A02G010300, TraesCS4A02G484700, TraesCS7D02G010200",0.7894736842105263,0.06666666666666665,0.875,0.9022556390977444,11.842105263157897,13.125000000000004
N1.HOG0002556,OG0000564,n7,,,,,TraesCS6B02G409300,TraesCS6D02G355700,HORVU.MOREX.r2.1HG0034990.1,,"TraesCS6B02G409300, TraesCS6D02G355700",0.5263157894736843,0.6,,,0.8771929824561405,
N1.HOG0002560,OG0000564,n22,,,,,TraesCS1B02G047100,,HORVU.MOREX.r2.3HG0228810.1,,TraesCS1B02G047100,0.736842105263158,0.4,,,1.842105263157895,
N1.HOG0002561,OG0000564,n23,,,,,TraesCS1B02G046600,,HORVU.MOREX.r2.3HG0228820.1,,TraesCS1B02G046600,0.9473684210526316,,,,,
N1.HOG0002564,OG0000565,n13,,TRIDC2AG041210.1,,TraesCS2A02G284900,TraesCS2B02G302000,TraesCS2D02G283600,HORVU.MOREX.r2.2HG0134620.1,TRIDC2AG041210.1,"TraesCS2A02G284900, TraesCS2B02G302000, TraesCS2D02G283600",0.9473684210526316,0.6,,,1.5789473684210529,
N1.HOG0002566,OG0000566,n2,,"TRIDC2AG005960.1, TRIDC2AG005980.1","TRIDC2BG006820.1, TRIDC2BG006810.1, TRIDC0UG020430.1, TRIDC0UG006790.1","TraesCS2A02G056400, TraesCS2A02G056100",TraesCS2B02G068700,"TraesCS2D02G055000, TraesCS2D02G055200, TraesCS5D02G076300, TraesCS2D02G054900",HORVU.MOREX.r2.2HG0084810.1,"TRIDC2AG005960.1, TRIDC2AG005980.1, TRIDC2BG006820.1, TRIDC2BG006810.1, TRIDC0UG020430.1, TRIDC0UG006790.1","TraesCS2A02G056400, TraesCS2A02G056100, TraesCS2B02G068700, TraesCS2D02G055000, TraesCS2D02G055200, TraesCS5D02G076300, TraesCS2D02G054900",0.9473684210526316,0.6,0.58,1.6333938294010892,1.5789473684210529,0.9666666666666667
N1.HOG0002571,OG0000567,n18,,TRIDC2AG002280.1,"TRIDC2BG002380.1, TRIDC0UG031070.1",TraesCS2A02G022300,"TraesCS2B02G031300, TraesCS2B02G031400",,HORVU.MOREX.r2.2HG0081120.1,"TRIDC2AG002280.1, TRIDC2BG002380.1, TRIDC0UG031070.1","TraesCS2A02G022300, TraesCS2B02G031300, TraesCS2B02G031400",0.8421052631578947,,0.4,2.1052631578947367,,
N1.HOG0002581,OG0000570,n15,,,,TraesCS3A02G180100,TraesCS3B02G209800,TraesCS3D02G185000,HORVU.MOREX.r2.3HG0211690.1,,"TraesCS3A02G180100, TraesCS3B02G209800, TraesCS3D02G185000",0.9473684210526316,,,,,
N1.HOG0002587,OG0000572,n4,,,TRIDC3BG016450.1,,,TraesCS3D02G101700,"HORVU.MOREX.r2.3HG0195410.1, HORVU.MOREX.r2.3HG0195320.1",TRIDC3BG016450.1,TraesCS3D02G101700,0.3157894736842105,0.8666666666666667,0.7,0.4511278195488722,0.36437246963562747,0.8076923076923076
N1.HOG0002588,OG0000572,n8,,TRIDC3AG004340.1,TRIDC3BG006090.1,TraesCS3A02G038600,"TraesCS3B02G045200, TraesCS3B02G044700",,HORVU.MOREX.r2.3HG0186990.1,"TRIDC3AG004340.1, TRIDC3BG006090.1","TraesCS3A02G038600, TraesCS3B02G045200, TraesCS3B02G044700",0.3157894736842105,0.5777777777777777,0.35,0.9022556390977444,0.5465587044534413,0.6057692307692308
N1.HOG0002589,OG0000572,n13,,TRIDC3AG004330.1,,TraesCS3A02G039800,TraesCS3B02G571600,TraesCS3D02G040100,HORVU.MOREX.r2.3HG0270480.1,TRIDC3AG004330.1,"TraesCS3A02G039800, TraesCS3B02G571600, TraesCS3D02G040100",0.736842105263158,0.5333333333333333,,,1.3815789473684212,
N1.HOG0002590,OG0000572,n17,,,TRIDC3BG016460.1,,"TraesCS3B02G117900, TraesCS3B02G118000","TraesCS3D02G101600, TraesCS3D02G101900, TraesCS3D02G101800",HORVU.MOREX.r2.3HG0195370.1,TRIDC3BG016460.1,"TraesCS3B02G117900, TraesCS3B02G118000, TraesCS3D02G101600, TraesCS3D02G101900, TraesCS3D02G101800",0.9473684210526316,0.4666666666666667,0.7,1.3533834586466167,2.030075187969925,1.4999999999999998
N1.HOG0002596,OG0000574,n6,,"TRIDC3AG074640.1, TRIDC3AG074600.1, TRIDC3AG074560.1","TRIDC5BG057930.1, TRIDC6BG002100.1, TRIDC3BG085890.1, TRIDC0UG021460.1",TraesCS6A02G012200,"TraesCS5B02G371000, TraesCS3B02G596100, TraesCS6B02G018600, TraesCS3B02G594900","TraesCSU02G218400, TraesCSU02G055500, TraesCSU02G221200","HORVU.MOREX.r2.1HG0070010.1, HORVU.MOREX.r2.3HG0273590.1, HORVU.MOREX.r2.3HG0268100.1","TRIDC3AG074640.1, TRIDC3AG074600.1, TRIDC3AG074560.1, TRIDC5BG057930.1, TRIDC6BG002100.1, TRIDC3BG085890.1, TRIDC0UG021460.1","TraesCS6A02G012200, TraesCS5B02G371000, TraesCS3B02G596100, TraesCS6B02G018600, TraesCS3B02G594900, TraesCSU02G218400, TraesCSU02G055500, TraesCSU02G221200",0.7631578947368421,0.76,0.75,1.0175438596491229,1.0041551246537397,0.9868421052631579
N1.HOG0002611,OG0000578,n15,,,TRIDC6BG048640.1,,,,HORVU.MOREX.r2.6HG0449810.1,TRIDC6BG048640.1,,0.8421052631578947,,0.8,1.0526315789473684,,
N1.HOG0002612,OG0000578,n16,,TRIDC1AG057680.1,,TraesCS1A02G391700,,,HORVU.MOREX.r2.1HG0071400.1,TRIDC1AG057680.1,TraesCS1A02G391700,0.736842105263158,0.9333333333333333,,,0.7894736842105263,
